77	Device078	Product05	1	1500.0	2016-03-20 00:00:00.000
78	Device079	Product03	1	900.0	2016-03-20 00:00:00.000
79	Device080	Product03	1	900.0	2016-03-20 00:00:00.000
80	Device081	Product05	1	1500.0	2016-03-20 00:00:00.000
81	Device082	Product03	1	900.0	2016-03-20 00:00:00.000
82	Device083	Product04	1	550.0	2016-03-20 00:00:00.000
83	Device084	Product05	2	3000.0	2016-03-20 00:00:00.000
84	Device085	Product03	1	900.0	2016-03-20 00:00:00.000
85	Device086	Product05	1	1500.0	2016-03-20 00:00:00.000
86	Device087	Product04	1	550.0	2016-03-20 00:00:00.000
87	Device088	Product05	1	1500.0	2016-03-20 00:00:00.000
88	Device089	Product05	1	1500.0	2016-03-20 00:00:00.000
89	Device090	Product05	1	1500.0	2016-03-20 00:00:00.000
90	Device091	Product05	1	1500.0	2016-03-20 00:00:00.000
91	Device092	Product04	1	550.0	2016-03-20 00:00:00.000
92	Device093	Product04	2	1100.0	2016-03-20 00:00:00.000
93	Device094	Product04	1	550.0	2016-03-20 00:00:00.000
94	Device095	Product03	1	900.0	2016-03-20 00:00:00.000
95	Device096	Product03	1	900.0	2016-03-20 00:00:00.000
96	Device097	Product04	1	550.0	2016-03-21 00:00:00.000
97	Device098	Product04	1	550.0	2016-03-21 00:00:00.000
98	Device099	Product05	1	1500.0	2016-03-21 00:00:00.000
99	Device100	Product06	42	31500.0	2016-03-21 00:00:00.000
